Kilometers_Driven,Mileage,Engine,Power,Seats,Age,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Price
17003,19.4,1198.0,86.8,5.0,13,False,False,False,True,False,True,True,False,False,False,3.15
80400,16.0,1086.0,66.7,5.0,18,False,False,False,True,False,True,True,False,False,False,2.3
75200,22.32,1582.0,126.32,5.0,14,False,True,False,False,False,True,True,False,False,False,5.25
41217,28.09,1248.0,88.5,5.0,9,False,True,False,False,False,True,True,False,False,False,7.4
98293,13.8,1299.0,70.0,5.0,20,False,False,False,True,False,True,False,False,True,False,1.55
54000,16.2,1199.0,74.0,5.0,9,False,False,False,True,False,True,False,False,True,False,6.0
17377,18.7,1199.0,88.7,5.0,10,False,False,False,True,False,True,True,False,False,False,5.9
33800,25.8,1498.0,98.6,5.0,13,False,True,False,False,False,True,False,False,True,False,4.7
86157,22.54,1396.0,88.73,5.0,11,False,True,False,False,False,True,True,False,False,False,6.5
146824,21.1,1248.0,73.9,5.0,14,False,True,False,False,False,True,True,False,False,False,3.55
55000,16.8,1497.0,116.3,5.0,12,False,False,False,True,False,True,True,False,False,False,7.1
53293,13.14,1798.0,160.0,5.0,16,False,False,False,True,False,True,True,False,False,False,6.0
38000,24.3,1248.0,88.5,5.0,9,False,True,False,False,False,True,True,False,False,False,7.99
64000,17.0,1197.0,80.0,5.0,17,False,False,False,True,False,True,False,False,True,False,4.1
25058,24.07,998.0,67.1,5.0,9,False,False,False,True,True,False,True,False,False,False,3.95
36700,21.1,814.0,55.2,5.0,10,False,False,False,True,False,True,True,False,False,False,4.38
35000,20.36,1197.0,78.9,5.0,15,False,False,False,True,False,True,True,False,False,False,2.75
48000,18.53,1968.0,187.74,5.0,12,False,True,False,False,True,False,True,False,False,False,29.0
62084,22.77,1498.0,98.59,5.0,13,False,True,False,False,False,True,True,False,False,False,6.6
39273,14.3,1968.0,140.0,5.0,14,False,True,False,False,True,False,True,False,False,False,6.99
64798,13.68,2393.0,147.8,7.0,9,False,True,False,False,False,True,True,False,False,False,18.75
100002,20.0,1399.0,68.0,5.0,16,False,True,False,False,False,True,False,False,False,True,1.28
78000,14.49,1399.0,92.7,5.0,20,False,False,False,True,False,True,False,False,False,True,1.2
57717,18.5,1197.0,85.8,5.0,13,False,False,False,True,False,True,True,False,False,False,4.31
109000,12.39,2179.0,147.51,5.0,15,False,True,False,False,True,False,True,False,False,False,16.5
74515,18.9,1197.0,82.0,5.0,9,False,False,False,True,False,True,True,False,False,False,5.64
50484,10.91,3198.0,197.2,7.0,9,False,True,False,False,True,False,True,False,False,False,31.12
13452,12.8,1968.0,167.6,5.0,13,False,True,False,False,True,False,True,False,False,False,25.46
37688,17.01,1591.0,121.3,5.0,9,False,False,False,True,False,True,True,False,False,False,7.88
34000,13.0,2143.0,204.0,5.0,9,False,True,False,False,True,False,True,False,False,False,36.0
120000,0.0,2987.0,165.0,5.0,12,False,True,False,False,True,False,True,False,False,False,30.0
64000,17.5,1298.0,85.8,5.0,18,False,False,False,True,False,True,False,False,True,False,2.85
100000,13.0,1343.0,90.0,5.0,15,False,False,False,True,False,True,True,False,False,False,3.5
75000,20.46,1461.0,83.8,5.0,12,False,True,False,False,False,True,True,False,False,False,7.5
86000,14.84,2143.0,170.0,5.0,14,False,True,False,False,True,False,True,False,False,False,19.0
41721,19.1,1197.0,82.0,5.0,11,False,False,False,True,False,True,True,False,False,False,4.7
13000,22.0,1197.0,81.8,5.0,9,False,False,False,True,True,False,True,False,False,False,8.5
38998,16.07,1995.0,181.0,4.0,13,False,True,False,False,True,False,True,False,False,False,17.0
54250,22.74,796.0,47.3,5.0,9,False,False,False,True,False,True,True,False,False,False,3.51
45979,17.11,1968.0,174.33,5.0,13,False,True,False,False,True,False,False,False,True,False,19.5
37000,13.6,1598.0,181.0,4.0,14,False,False,False,True,True,False,False,False,True,False,17.0
40700,25.44,936.0,57.6,5.0,14,False,True,False,False,False,True,True,False,False,False,2.65
43828,20.51,998.0,67.04,5.0,11,False,False,False,True,False,True,True,False,False,False,3.52
53000,19.01,1461.0,108.5,5.0,10,False,True,False,False,False,True,True,False,False,False,6.25
100000,18.88,1995.0,184.0,5.0,11,False,True,False,False,True,False,True,False,False,False,24.75
19000,20.85,1197.0,83.14,5.0,11,False,False,False,True,False,True,True,False,False,False,5.25
84000,17.72,1968.0,108.5,5.0,10,False,True,False,False,False,True,True,False,False,False,11.0
37630,15.63,1499.0,110.4,5.0,8,False,False,False,True,True,False,True,False,False,False,9.1
67714,18.5,1197.0,80.0,5.0,16,False,False,False,True,False,True,True,False,False,False,3.25
32000,15.0,1248.0,88.5,5.0,9,False,True,False,False,False,True,True,False,False,False,8.5
51000,16.2,1599.0,103.2,5.0,16,False,False,False,True,False,True,True,False,False,False,3.1
58390,18.88,1995.0,184.0,5.0,11,False,True,False,False,True,False,True,False,False,False,19.86
14000,24.0,1186.0,73.97,5.0,9,False,True,False,False,False,True,True,False,False,False,4.9
55818,17.4,1497.0,117.3,5.0,12,False,False,False,True,False,True,False,False,True,False,5.7
52241,25.2,1248.0,74.0,5.0,14,False,True,False,False,False,True,True,False,False,False,2.9
25433,27.39,1248.0,74.0,5.0,8,False,True,False,False,False,True,True,False,False,False,7.83
40611,14.0,2179.0,138.1,7.0,11,False,True,False,False,False,True,True,False,False,False,8.15
72000,13.2,1495.0,94.0,5.0,18,False,False,False,True,False,True,False,False,True,False,2.0
54631,25.2,1248.0,74.0,5.0,10,False,True,False,False,False,True,True,False,False,False,6.25
60000,17.8,1248.0,74.0,5.0,19,False,True,False,False,False,True,False,False,True,False,3.4
24941,21.9,624.0,37.48,4.0,10,False,False,False,True,True,False,True,False,False,False,3.19
63939,25.47,1248.0,88.5,7.0,9,False,True,False,False,False,True,True,False,False,False,7.75
35214,23.1,998.0,67.04,5.0,12,False,False,False,True,True,False,False,False,True,False,3.2
63000,25.2,1248.0,74.0,5.0,11,False,True,False,False,False,True,True,False,False,False,4.9
121377,15.04,1598.0,103.6,5.0,14,False,False,False,True,False,True,True,False,False,False,3.8
100970,15.5,1896.0,105.0,5.0,17,False,True,False,False,True,False,True,False,False,False,4.0
60000,20.7,1496.0,113.98,5.0,12,False,True,False,False,True,False,False,False,True,False,23.5
77650,17.2,1396.0,53.5,5.0,18,False,True,False,False,False,True,True,False,False,False,1.15
71297,17.0,1086.0,74.0,5.0,19,False,False,False,True,False,True,True,False,False,False,2.2
18955,18.0,1497.0,117.3,5.0,11,False,False,False,True,True,False,True,False,False,False,10.65
47877,16.36,2179.0,187.7,5.0,10,False,True,False,False,True,False,True,False,False,False,35.68
43368,15.0,2143.0,204.0,5.0,9,False,True,False,False,True,False,True,False,False,False,31.94
73000,18.3,1991.0,147.9,5.0,15,False,True,False,False,False,True,False,False,False,True,4.2
72007,15.1,2179.0,140.0,7.0,11,False,True,False,False,False,True,True,False,False,False,9.9
56778,11.74,1796.0,186.0,5.0,12,False,False,False,True,True,False,True,False,False,False,15.46
20024,18.2,1199.0,88.7,5.0,8,False,False,False,True,False,True,True,False,False,False,8.46
42103,16.78,1496.0,88.73,5.0,13,False,False,False,True,False,True,True,False,False,False,3.25
67147,19.7,796.0,46.3,5.0,14,False,False,False,True,False,True,True,False,False,False,2.6
37806,20.4,1197.0,81.8,5.0,10,False,False,False,True,False,True,True,False,False,False,5.2
85000,19.0,998.0,66.1,5.0,17,False,False,False,True,False,True,False,False,False,True,1.8
35000,25.4,624.0,37.48,4.0,15,False,False,False,True,False,True,True,False,False,False,1.6
72035,25.5,1498.0,99.0,5.0,11,False,True,False,False,False,True,True,False,False,False,2.5
48500,16.0,1368.0,90.0,5.0,15,False,False,False,True,False,True,True,False,False,False,2.5
28854,18.16,1196.0,86.8,5.0,9,False,False,False,True,False,True,True,False,False,False,6.7
92450,15.4,1590.0,94.0,5.0,21,False,False,False,True,False,True,True,False,False,False,1.2
14351,18.88,1995.0,184.0,5.0,10,False,True,False,False,True,False,True,False,False,False,35.55
51087,17.9,1998.0,163.7,5.0,9,False,True,False,False,False,True,True,False,False,False,7.75
50000,12.7,2609.0,116.6,8.0,21,False,True,False,False,False,True,True,False,False,False,1.94
73000,25.0,1396.0,69.0,5.0,10,False,True,False,False,False,True,True,False,False,False,2.2
60000,18.1,1991.0,147.9,4.0,15,False,True,False,False,True,False,True,False,False,False,3.8
50000,12.8,2494.0,102.0,8.0,10,False,True,False,False,False,True,True,False,False,False,15.65
36797,19.27,2143.0,167.62,5.0,8,False,True,False,False,True,False,True,False,False,False,39.47
50000,18.5,1197.0,85.8,5.0,15,False,False,False,True,False,True,False,False,True,False,1.5
94000,12.8,2494.0,102.0,8.0,13,False,True,False,False,False,True,True,False,False,False,8.85
74000,12.55,2982.0,168.5,7.0,13,False,True,False,False,False,True,False,False,True,False,17.9
41016,16.95,1197.0,78.9,5.0,12,False,False,False,True,True,False,False,False,True,False,5.08
67000,22.32,1582.0,126.32,5.0,14,False,True,False,False,False,True,True,False,False,False,6.25
76927,15.73,1968.0,174.33,5.0,11,False,True,False,False,True,False,True,False,False,False,22.75
17088,18.6,1199.0,79.4,5.0,16,False,False,False,True,False,True,True,False,False,False,1.46
112808,17.8,1399.0,68.0,5.0,19,False,True,False,False,False,True,False,False,True,False,2.05
74980,20.0,1399.0,68.0,5.0,12,False,True,False,False,False,True,True,False,False,False,4.08
44600,23.1,998.0,67.04,5.0,12,False,False,False,True,True,False,True,False,False,False,4.55
37000,20.0,2143.0,107.3,5.0,13,False,True,False,False,True,False,True,False,False,False,14.0
21000,15.8,1591.0,121.3,5.0,10,False,False,False,True,False,True,True,False,False,False,10.9
81245,18.9,998.0,67.1,5.0,16,False,False,False,True,False,True,True,False,False,False,2.45
70000,10.0,2148.0,170.0,5.0,13,False,True,False,False,True,False,True,False,False,False,15.8
4018,18.88,1499.0,110.4,5.0,9,False,False,False,True,False,True,True,False,False,False,8.25
70000,13.73,1995.0,148.0,5.0,13,False,True,False,False,True,False,False,False,True,False,8.5
56532,16.0,2179.0,140.0,7.0,10,False,True,False,False,False,True,True,False,False,False,15.54
26875,16.8,796.0,34.2,8.0,13,False,False,False,True,False,True,True,False,False,False,2.35
72599,22.5,998.0,67.04,5.0,11,False,False,False,True,False,True,True,False,False,False,4.32
205000,13.1,2499.0,141.0,7.0,18,False,True,False,False,False,True,False,False,True,False,3.9
98000,22.32,1582.0,126.32,5.0,15,False,True,False,False,False,True,False,False,True,False,5.2
19500,18.6,1197.0,81.83,5.0,8,False,False,False,True,False,True,True,False,False,False,5.85
68000,16.02,1373.0,93.7,7.0,13,False,False,False,True,False,True,False,False,True,False,6.25
19654,14.0,2179.0,155.0,7.0,7,False,True,False,False,True,False,True,False,False,False,17.63
26000,23.65,1248.0,88.5,5.0,9,False,True,False,False,False,True,True,False,False,False,9.75
75020,22.07,1199.0,73.9,5.0,15,False,True,False,False,False,True,True,False,False,False,4.1
157000,12.55,2982.0,168.5,7.0,15,False,True,False,False,False,True,True,False,False,False,11.99
43773,16.0,2179.0,140.0,7.0,9,False,True,False,False,False,True,True,False,False,False,13.54
23280,18.7,1199.0,88.7,5.0,10,False,False,False,True,False,True,True,False,False,False,6.5
88000,23.4,1248.0,74.0,5.0,13,False,True,False,False,False,True,True,False,False,False,4.75
67000,17.01,1591.0,121.3,5.0,12,False,False,False,True,False,True,True,False,False,False,5.6
59636,10.91,3198.0,197.0,7.0,9,False,True,False,False,True,False,True,False,False,False,29.2
11000,18.6,1197.0,81.83,5.0,8,False,False,False,True,False,True,True,False,False,False,6.35
60669,16.8,1497.0,116.3,5.0,13,False,False,False,True,False,True,True,False,False,False,4.95
12000,27.4,1498.0,98.6,5.0,8,False,True,False,False,False,True,True,False,False,False,8.5
35000,17.1,1591.0,121.3,5.0,13,False,False,False,True,False,True,True,False,False,False,4.5
65000,24.2,1498.0,98.6,7.0,11,False,True,False,False,False,True,True,False,False,False,5.5
39929,20.77,1248.0,88.8,7.0,13,False,True,False,False,False,True,True,False,False,False,6.56
49000,24.07,998.0,67.1,5.0,12,False,False,False,True,False,True,True,False,False,False,2.3
77757,13.1,2446.0,75.0,10.0,22,False,True,False,False,False,True,False,False,True,False,3.5
21456,20.36,1197.0,78.9,5.0,10,False,False,False,True,False,True,True,False,False,False,4.55
74000,17.0,1896.0,105.0,5.0,17,False,True,False,False,True,False,False,False,True,False,7.75
37000,18.6,1197.0,81.83,5.0,11,False,False,False,True,False,True,False,False,True,False,5.25
108640,11.5,2993.0,235.0,5.0,13,False,True,False,False,True,False,True,False,False,False,23.29
38000,22.69,1995.0,190.0,5.0,10,False,True,False,False,True,False,True,False,False,False,23.99
80000,14.49,1399.0,92.7,5.0,16,False,False,False,True,False,True,True,False,False,False,1.79
47000,14.21,2143.0,203.0,5.0,15,False,True,False,False,True,False,False,False,True,False,13.9
31000,17.68,1968.0,174.33,5.0,13,False,True,False,False,True,False,True,False,False,False,18.95
40000,20.51,998.0,67.04,5.0,12,False,False,False,True,False,True,True,False,False,False,2.49
4152,25.17,799.0,53.3,5.0,10,False,False,False,True,False,True,True,False,False,False,3.15
51000,21.66,1498.0,108.62,5.0,9,False,True,False,False,False,True,True,False,False,False,6.45
55000,22.07,1199.0,73.9,5.0,13,False,True,False,False,False,True,True,False,False,False,4.25
58500,22.74,796.0,47.3,5.0,12,False,False,False,True,False,True,True,False,False,False,2.75
58620,18.6,1197.0,81.83,5.0,9,False,False,False,True,False,True,True,False,False,False,7.14
29605,18.3,1197.0,74.0,5.0,14,False,False,False,True,False,True,True,False,False,False,2.44
71172,17.0,1197.0,80.0,5.0,14,False,False,False,True,False,True,False,False,False,True,3.5
12000,22.54,1396.0,88.73,5.0,9,False,True,False,False,False,True,True,False,False,False,7.3
25000,20.51,998.0,67.04,5.0,12,False,False,False,True,False,True,True,False,False,False,2.75
43000,22.54,1396.0,88.73,5.0,9,False,True,False,False,False,True,False,False,True,False,8.2
57022,17.21,1197.0,103.6,5.0,11,False,False,False,True,True,False,True,False,False,False,6.51
92000,20.0,1399.0,68.05,5.0,11,False,True,False,False,False,True,True,False,False,False,4.25
33372,18.6,1197.0,85.8,5.0,12,False,False,False,True,False,True,False,False,True,False,6.21
52625,24.0,1120.0,70.0,5.0,10,False,True,False,False,False,True,True,False,False,False,4.58
215000,14.02,2179.0,118.3,7.0,10,False,True,False,False,False,True,True,False,False,False,7.5
65537,26.83,796.0,38.4,5.0,14,True,False,False,False,False,True,True,False,False,False,2.1
60138,19.81,1086.0,68.05,5.0,12,False,False,False,True,False,True,True,False,False,False,4.09
84000,19.3,1968.0,141.0,5.0,12,False,True,False,False,True,False,True,False,False,False,10.75
33450,23.1,998.0,67.04,5.0,12,False,False,False,True,True,False,True,False,False,False,4.4
125000,20.54,1598.0,103.6,5.0,13,False,True,False,False,False,True,False,False,True,False,6.25
99606,16.07,1995.0,181.0,5.0,15,False,True,False,False,True,False,False,False,True,False,10.5
64000,20.77,1248.0,88.8,7.0,12,False,True,False,False,False,True,True,False,False,False,7.25
51000,20.0,1399.0,68.05,5.0,13,False,True,False,False,False,True,True,False,False,False,3.2
57000,16.47,1198.0,74.0,5.0,12,False,False,False,True,False,True,True,False,False,False,3.95
48040,16.77,2967.0,241.38,5.0,17,False,True,False,False,True,False,False,False,True,False,12.07
43200,13.68,2393.0,147.8,7.0,9,False,True,False,False,False,True,True,False,False,False,18.6
66000,22.32,1582.0,126.3,5.0,13,False,True,False,False,True,False,True,False,False,False,5.7
31000,17.92,1086.0,62.1,5.0,13,False,False,False,True,False,True,True,False,False,False,1.75
46000,16.55,1968.0,147.51,5.0,15,False,True,False,False,True,False,False,False,True,False,10.99
47346,16.55,1968.0,147.51,5.0,14,False,True,False,False,True,False,True,False,False,False,14.5
100000,17.0,1896.0,105.0,5.0,17,False,True,False,False,False,True,True,False,False,False,3.11
63856,13.7,1997.0,153.86,5.0,11,False,False,False,True,True,False,True,False,False,False,13.96
72996,22.32,1582.0,126.32,5.0,11,False,True,False,False,False,True,True,False,False,False,7.11
23000,24.5,1498.0,98.6,7.0,12,False,True,False,False,False,True,True,False,False,False,6.9
15985,18.6,1197.0,81.83,5.0,8,False,False,False,True,False,True,True,False,False,False,7.77
98000,12.8,2494.0,102.0,8.0,15,False,True,False,False,False,True,False,False,True,False,5.5
70089,18.6,1197.0,81.83,5.0,12,False,False,False,True,False,True,True,False,False,False,5.35
99000,13.6,2523.0,63.0,7.0,15,False,True,False,False,False,True,False,False,True,False,4.5
72000,20.34,1498.0,103.2,5.0,12,False,True,False,False,False,True,True,False,False,False,4.75
44194,16.36,2179.0,187.7,5.0,11,False,True,False,False,True,False,True,False,False,False,32.8
102000,17.3,993.0,60.0,5.0,21,False,False,False,True,False,True,True,False,False,False,0.7
41650,11.5,2982.0,171.0,7.0,16,False,True,False,False,False,True,False,False,True,False,10.99
61717,18.9,1197.0,82.0,5.0,11,False,False,False,True,True,False,True,False,False,False,5.57
25302,25.4,1186.0,73.97,5.0,8,False,True,False,False,False,True,True,False,False,False,5.9
47016,15.29,1591.0,121.3,5.0,10,False,False,False,True,False,True,True,False,False,False,9.43
69000,20.36,1197.0,78.9,5.0,16,False,False,False,True,False,True,True,False,False,False,2.9
32700,19.4,1198.0,86.8,5.0,10,False,False,False,True,False,True,True,False,False,False,3.68
101337,12.55,2982.0,168.5,7.0,11,False,True,False,False,True,False,True,False,False,False,21.67
59000,16.55,1968.0,140.0,5.0,15,False,True,False,False,True,False,True,False,False,False,12.5
41736,11.36,2755.0,171.5,7.0,8,False,True,False,False,True,False,True,False,False,False,19.92
71649,25.1,1498.0,98.6,5.0,12,False,True,False,False,False,True,True,False,False,False,6.75
80606,25.1,1498.0,98.6,5.0,11,False,True,False,False,False,True,True,False,False,False,6.96
63262,21.7,999.0,67.0,5.0,9,False,False,False,True,False,True,True,False,False,False,3.25
5456,28.4,1248.0,74.0,5.0,8,False,True,False,False,False,True,True,False,False,False,8.65
7500,23.1,998.0,67.04,5.0,9,False,False,False,True,True,False,True,False,False,False,5.0
66000,15.1,2179.0,140.0,7.0,15,False,True,False,False,False,True,True,False,False,False,5.5
66770,20.36,1197.0,78.9,5.0,16,False,False,False,True,False,True,False,False,True,False,2.6
58472,19.81,1086.0,68.05,5.0,12,False,False,False,True,False,True,True,False,False,False,3.41
46687,22.0,1197.0,81.8,5.0,15,False,False,False,True,False,True,True,False,False,False,2.7
77000,9.7,1995.0,163.5,5.0,18,False,False,False,True,True,False,False,True,False,False,5.5
7000,14.33,1984.0,226.6,4.0,14,False,False,False,True,True,False,True,False,False,False,35.0
48000,14.74,1991.0,184.0,5.0,15,False,False,False,True,True,False,False,False,True,False,9.75
47000,21.64,1461.0,84.8,5.0,13,False,True,False,False,False,True,True,False,False,False,4.25
51530,18.9,998.0,67.1,5.0,11,False,False,False,True,False,True,True,False,False,False,3.2
25789,23.4,1248.0,74.0,5.0,12,False,True,False,False,False,True,False,False,True,False,6.85
48000,25.8,1498.0,98.6,5.0,11,False,True,False,False,False,True,True,False,False,False,4.5
52000,28.4,1248.0,74.0,5.0,14,False,True,False,False,False,True,True,False,False,False,3.55
95637,13.2,1495.0,93.7,5.0,16,True,False,False,False,False,True,False,False,True,False,1.9
131000,10.5,2609.0,120.0,7.0,18,False,True,False,False,False,True,True,False,False,False,3.6
42076,13.0,2143.0,201.1,5.0,11,False,True,False,False,True,False,True,False,False,False,21.8
76000,13.0,2982.0,168.5,7.0,14,False,True,False,False,False,True,False,False,True,False,13.5
20487,22.7,799.0,53.64,5.0,10,False,False,False,True,False,True,True,False,False,False,2.66
43000,16.8,1497.0,116.3,5.0,16,False,False,False,True,False,True,False,False,True,False,3.75
17000,19.16,2494.0,158.2,5.0,8,False,False,False,True,True,False,True,False,False,False,32.0
60805,26.0,1498.0,98.6,5.0,10,False,True,False,False,False,True,True,False,False,False,8.07
58775,19.33,1968.0,138.1,5.0,14,False,True,False,False,False,True,True,False,False,False,5.64
70181,17.68,1968.0,174.33,5.0,13,False,True,False,False,True,False,True,False,False,False,23.99
85827,20.77,1248.0,88.76,7.0,10,False,True,False,False,False,True,True,False,False,False,7.5
58205,19.27,2143.0,167.62,5.0,10,False,True,False,False,True,False,True,False,False,False,27.0
91000,19.3,1248.0,73.9,5.0,18,False,True,False,False,False,True,False,False,True,False,2.85
74000,19.01,1461.0,108.45,5.0,14,False,True,False,False,False,True,True,False,False,False,6.35
79324,21.1,1248.0,73.9,5.0,16,False,True,False,False,False,True,True,False,False,False,3.3
38623,19.1,1197.0,85.8,5.0,13,False,False,False,True,False,True,True,False,False,False,5.0
59923,22.9,1248.0,74.0,5.0,12,False,True,False,False,False,True,True,False,False,False,6.46
23360,21.1,814.0,55.2,5.0,9,False,False,False,True,False,True,True,False,False,False,3.75
61495,17.3,993.0,60.0,5.0,23,False,False,False,True,False,True,False,False,False,True,1.52
56661,15.1,1196.0,73.0,7.0,14,False,False,False,True,False,True,True,False,False,False,3.61
60000,15.73,1968.0,174.33,5.0,12,False,True,False,False,True,False,True,False,False,False,20.0
103000,0.0,799.0,74.0,2.0,18,False,True,False,False,True,False,False,False,True,False,3.0
130000,19.3,1248.0,73.9,5.0,16,False,True,False,False,False,True,True,False,False,False,3.65
20000,14.07,1978.0,83.1,10.0,13,False,True,False,False,False,True,True,False,False,False,5.25
30000,18.0,1497.0,117.3,5.0,11,False,False,False,True,True,False,True,False,False,False,8.65
150000,25.0,1396.0,69.01,5.0,11,False,True,False,False,False,True,True,False,False,False,2.5
28000,16.93,1197.0,103.6,5.0,12,False,False,False,True,True,False,True,False,False,False,7.75
74000,23.1,998.0,67.04,5.0,11,False,False,False,True,False,True,True,False,False,False,4.15
75000,11.5,2982.0,171.0,7.0,15,False,True,False,False,False,True,True,False,False,False,10.85
76000,11.3,2360.0,170.0,5.0,16,False,False,False,True,True,False,False,False,True,False,5.53
64889,15.5,1896.0,105.0,5.0,12,False,True,False,False,True,False,True,False,False,False,11.5
10000,9.0,3436.0,74.0,2.0,16,False,False,False,True,False,True,True,False,False,False,40.0
43000,19.67,1582.0,126.2,5.0,11,False,True,False,False,False,True,True,False,False,False,9.25
47490,17.5,1198.0,75.0,5.0,15,False,False,False,True,False,True,True,False,False,False,2.29
80000,22.77,1498.0,98.59,5.0,11,False,True,False,False,False,True,True,False,False,False,7.0
60000,18.2,1061.0,64.0,5.0,19,False,False,False,True,False,True,False,False,True,False,1.65
6006,20.73,1373.0,91.1,5.0,9,False,False,False,True,False,True,True,False,False,False,8.25
71703,14.74,1991.0,181.03,5.0,15,False,False,False,True,True,False,True,False,False,False,9.14
33000,17.8,1198.0,86.7,5.0,10,False,False,False,True,False,True,True,False,False,False,6.5
60000,23.59,1364.0,74.0,5.0,14,False,True,False,False,False,True,True,False,False,False,2.95
91000,19.87,1461.0,83.8,5.0,11,False,True,False,False,False,True,True,False,False,False,5.75
72000,26.2,998.0,58.2,5.0,14,False,False,True,False,False,True,True,False,False,False,2.85
43000,16.47,1198.0,73.9,5.0,15,False,False,False,True,False,True,False,False,True,False,2.1
63770,19.67,1582.0,126.2,5.0,9,False,True,False,False,False,True,True,False,False,False,13.55
43510,14.74,2993.0,270.9,5.0,14,False,True,False,False,True,False,True,False,False,False,20.5
52000,16.3,1956.0,170.0,5.0,9,False,True,False,False,False,True,True,False,False,False,20.0
29000,27.39,1248.0,74.0,5.0,10,False,True,False,False,False,True,True,False,False,False,6.5
56000,28.09,1248.0,88.5,5.0,10,False,True,False,False,False,True,True,False,False,False,7.5
76000,15.0,1586.0,104.68,5.0,19,False,False,False,True,False,True,False,False,True,False,2.15
53615,22.7,1582.0,126.24,5.0,11,False,True,False,False,False,True,True,False,False,False,8.44
132000,13.5,2477.0,175.56,7.0,13,False,True,False,False,False,True,True,False,False,False,12.49
14800,17.0,1198.0,73.75,5.0,9,False,False,False,True,False,True,True,False,False,False,5.48
35433,18.5,1197.0,85.8,5.0,13,False,False,False,True,False,True,True,False,False,False,4.2
82966,16.8,1493.0,110.0,5.0,13,False,True,False,False,False,True,True,False,False,False,7.2
96000,23.4,1248.0,74.0,5.0,12,False,True,False,False,False,True,True,False,False,False,4.8
39528,25.32,1198.0,77.0,6.0,9,False,True,False,False,False,True,True,False,False,False,5.83
92056,13.68,2393.0,147.8,7.0,8,False,True,False,False,False,True,True,False,False,False,18.39
14930,21.4,1197.0,83.1,5.0,10,False,False,False,True,False,True,True,False,False,False,5.85
38000,27.3,1498.0,98.6,5.0,10,False,True,False,False,False,True,True,False,False,False,6.21
71000,17.0,1197.0,80.0,5.0,13,False,False,False,True,False,True,True,False,False,False,3.65
71000,23.0,1396.0,90.0,5.0,14,False,True,False,False,False,True,True,False,False,False,3.7
50000,19.27,2143.0,167.62,5.0,11,False,True,False,False,True,False,True,False,False,False,30.0
48163,19.1,1197.0,82.0,5.0,10,False,False,False,True,False,True,True,False,False,False,4.85
19168,18.9,1197.0,82.0,5.0,9,False,False,False,True,True,False,True,False,False,False,6.93
26000,22.74,796.0,47.3,5.0,10,False,False,False,True,False,True,True,False,False,False,2.6
37400,18.2,1199.0,82.5,5.0,12,False,False,False,True,False,True,True,False,False,False,1.89
8682,0.0,1950.0,194.0,5.0,8,False,True,False,False,True,False,True,False,False,False,39.5
95000,13.7,1798.0,157.75,5.0,14,False,False,False,True,True,False,True,False,False,False,10.0
34000,16.55,1968.0,147.51,5.0,17,False,True,False,False,True,False,True,False,False,False,9.95
95000,12.8,2494.0,102.0,8.0,12,False,True,False,False,False,True,False,False,True,False,9.45
13689,17.9,2143.0,136.0,5.0,9,False,True,False,False,True,False,True,False,False,False,28.25
84000,19.81,1086.0,68.05,5.0,18,False,False,False,True,False,True,False,False,True,False,1.8
47000,17.5,1298.0,85.8,5.0,18,False,False,False,True,False,True,False,False,True,False,1.4
60001,21.66,1498.0,103.52,5.0,11,False,True,False,False,True,False,True,False,False,False,7.25
96000,21.1,1248.0,73.9,5.0,14,False,True,False,False,False,True,True,False,False,False,3.6
47300,14.4,1599.0,94.0,5.0,22,False,False,False,True,False,True,False,False,True,False,1.2
28246,17.8,1198.0,86.7,5.0,12,False,False,False,True,False,True,False,False,True,False,4.94
65000,18.9,998.0,67.1,5.0,19,False,False,False,True,False,True,False,False,True,False,1.25
68000,22.07,1199.0,73.9,5.0,13,False,True,False,False,False,True,False,False,True,False,4.8
11209,12.62,2198.0,158.0,7.0,7,False,True,False,False,True,False,True,False,False,False,31.15
41980,17.0,1197.0,80.0,5.0,15,False,False,False,True,False,True,False,False,True,False,3.3
65000,25.44,936.0,57.6,5.0,14,False,True,False,False,False,True,True,False,False,False,2.4
38000,14.8,1799.0,130.2,5.0,16,False,False,False,True,False,True,True,False,False,False,2.0
51000,20.51,998.0,67.04,5.0,12,False,False,False,True,False,True,True,False,False,False,3.1
33855,15.0,1598.0,103.6,5.0,12,False,False,False,True,False,True,True,False,False,False,5.09
146000,15.4,1590.0,94.0,5.0,20,False,False,False,True,False,True,False,False,True,False,1.05
47037,22.77,1498.0,98.59,5.0,11,False,True,False,False,False,True,False,False,True,False,7.0
58000,13.2,1495.0,94.0,5.0,16,False,False,False,True,False,True,False,False,True,False,2.5
61240,22.48,1995.0,190.0,5.0,14,False,True,False,False,True,False,True,False,False,False,17.5
91211,20.92,998.0,67.1,5.0,15,False,False,False,True,False,True,True,False,False,False,2.1
84000,15.73,1968.0,174.33,5.0,13,False,True,False,False,True,False,True,False,False,False,17.75
64226,17.3,1061.0,57.5,5.0,18,False,False,True,False,False,True,True,False,False,False,1.45
67000,11.3,1794.0,125.0,5.0,21,False,False,False,True,True,False,False,False,True,False,2.45
